id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
992465065092767747,https://twitter.com/RobinLeeJohnso5/status/992465065092767747,Fri May 04 18:04:45 +0000 2018,2018-05-04 18:04:45+00:00,RobinLeeJohnso5,RT @fleccas: @kanyewest https://t.co/GxTU8rWgnv,retweet,,,,https://twitter.com/fleccas/status/931600180863893504,0,,,,und,,FALSE,12853,992437442085961728,fleccas,233000889,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",833490642760323072,Mon Feb 20 01:37:09 +0000 2017,FALSE,"The greatest thing about me, apart from salvation through faith in Christ are my children and grandchildren.",9336,449,769,1,,Robin Lee Johnson,21219,,,FALSE
992465054552518656,https://twitter.com/CassieJ59/status/992465054552518656,Fri May 04 18:04:42 +0000 2018,2018-05-04 18:04:42+00:00,CassieJ59,@kanyewest I love u @kanyewest 😘😘,reply,,,,,0,kanyewest,991059006025220096,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",980151902792028161,Sat Mar 31 18:36:38 +0000 2018,FALSE,"Beautiful, Young, Educated and God fearing 💜💙❤✌",19,5,56,0,"Lusaka, Zambia",Cassie,17,,,FALSE
992464941025251330,https://twitter.com/PAINISLOVE35/status/992464941025251330,Fri May 04 18:04:15 +0000 2018,2018-05-04 18:04:15+00:00,PAINISLOVE35,@kanyewest It's a choice!!,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",597602217,Sat Jun 02 15:53:45 +0000 2012,FALSE,"AUTHOR, MUSIC LOVER, POETRY WRITER",930,85,357,1,TEXAS,The Relief Session,267,Central Time (US & Canada),,FALSE
992464940442189825,https://twitter.com/suzijacuzi/status/992464940442189825,Fri May 04 18:04:15 +0000 2018,2018-05-04 18:04:15+00:00,suzijacuzi,@kanyewest Keep on exercising your freedom of free speech!! One’s mind (no matter what your skin color is) can be the toughest prison one can live in - I totally get it Kanye !!,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2323958702,Sun Feb 02 15:45:28 +0000 2014,FALSE,,318,47,135,0,,Susan Buchanan,269,,,FALSE
992464927288971264,https://twitter.com/srlklr/status/992464927288971264,Fri May 04 18:04:12 +0000 2018,2018-05-04 18:04:12+00:00,srlklr,@kanyewest @Justmojiarmy  https://t.co/5jxIKbZcqu,reply,,,https://twitter.com/srlklr/status/992464927288971264/photo/1,,0,kanyewest,992398514603704320,169686021,und,,FALSE,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",162582501,Sun Jul 04 03:06:41 +0000 2010,FALSE,"Raiders, Red Wings, Bulls, Braves fan til death.  Enjoy a wide variety of music and wrestling fan as far back as I can remember.",62895,771,1549,17,"Weyburn, Sask., Canada",Ya Boy Cliff,30456,,,FALSE
992464898654433280,https://twitter.com/kayebiggers/status/992464898654433280,Fri May 04 18:04:05 +0000 2018,2018-05-04 18:04:05+00:00,kayebiggers,"@kanyewest don't let the hate get you down, glad to see you finally understand the democrats do nothing for your people",reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1468180724,Wed May 29 20:21:48 +0000 2013,FALSE,,5324,291,362,8,,kaye biggers,18370,,,FALSE
992464876877512705,https://twitter.com/ya_gusto/status/992464876877512705,Fri May 04 18:04:00 +0000 2018,2018-05-04 18:04:00+00:00,ya_gusto,"@kanyewest You're right.  I disagree with some of your ideas and views, but I still love you.  Geminhi pride.   I'll continue to pray for you and peace of mind.",reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1194620342,Mon Feb 18 19:38:03 +0000 2013,FALSE,,2066,17,48,0,"Charlotte, NC",MC_Gusto,389,,,FALSE
992464869113856001,https://twitter.com/Rodgerkay/status/992464869113856001,Fri May 04 18:03:58 +0000 2018,2018-05-04 18:03:58+00:00,Rodgerkay,RT @ItsTheRealLogic: @kanyewest ICON- Kim K West. Art by me. https://t.co/xXV7TfBcQ9,retweet,,,https://twitter.com/ItsTheRealLogic/status/992399592460189696/photo/1,,0,,,,en,,FALSE,12853,992399592460189696,ItsTheRealLogic,2845691742,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",443759896,Thu Dec 22 14:22:18 +0000 2011,FALSE,not now,7851,193,292,4,uganda,Kaye Rodger,3516,,http://kayerodger.com,FALSE
992464865221627904,https://twitter.com/Jess_cocap1/status/992464865221627904,Fri May 04 18:03:57 +0000 2018,2018-05-04 18:03:57+00:00,Jess_cocap1,@kanyewest how many of you have actually watched the full tmz video? People expect change but throw hate without even trying to acknowledge the truth of current events.,original,,,,,0,kanyewest,,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",46492360,Thu Jun 11 21:11:40 +0000 2009,FALSE,my blood type is BE➕,1622,234,189,0,,Jessica D. Head,788,,,FALSE
992464858187788288,https://twitter.com/NotWhiteFamous/status/992464858187788288,Fri May 04 18:03:55 +0000 2018,2018-05-04 18:03:55+00:00,NotWhiteFamous,@kanyewest  https://t.co/fzXpn78q0k,reply,,,https://twitter.com/NotWhiteFamous/status/992464858187788288/photo/1,,0,kanyewest,992398514603704320,169686021,und,,FALSE,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",818304795631124480,Mon Jan 09 03:54:01 +0000 2017,FALSE,ADULT FILM LEGEND | IG: Jedidiah_James_Official,27045,645,1858,4,ALMOST THERE,COMEDIAN JEDIDIAH JAMES,14208,,https://youtu.be/HiwlkN3jzAA,FALSE
992464802177077249,https://twitter.com/TifaneDanyele/status/992464802177077249,Fri May 04 18:03:42 +0000 2018,2018-05-04 18:03:42+00:00,TifaneDanyele,@kanyewest Uaiiiiiii b https://t.co/3QEIVgDTij,reply,,,https://twitter.com/TifaneDanyele/status/992464802177077249/photo/1,,0,kanyewest,992398514603704320,169686021,in,"Salvador, Brazil",FALSE,12853,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",947614719497687040,Sun Dec 31 23:45:29 +0000 2017,FALSE,IG: Afrolatifa 🌙,104,22,167,0,"Salvador, Brasil",Tifane Danyele,72,,,FALSE
992464797001273345,https://twitter.com/Rodgerkay/status/992464797001273345,Fri May 04 18:03:41 +0000 2018,2018-05-04 18:03:41+00:00,Rodgerkay,RT @ItsTheRealLogic: @kanyewest Made u art https://t.co/vRM3ZKKYn4,retweet,,,https://twitter.com/ItsTheRealLogic/status/992398604802211840/photo/1,,0,,,,en,,FALSE,12853,992398604802211840,ItsTheRealLogic,2845691742,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",443759896,Thu Dec 22 14:22:18 +0000 2011,FALSE,not now,7851,193,292,4,uganda,Kaye Rodger,3516,,http://kayerodger.com,FALSE
992464778097553409,https://twitter.com/bridgeybongley/status/992464778097553409,Fri May 04 18:03:36 +0000 2018,2018-05-04 18:03:36+00:00,bridgeybongley,RT @MOB4MniWiconi: @kanyewest  https://t.co/Zy7mCeLyIr,retweet,,,https://twitter.com/MOB4MniWiconi/status/990801602549235712/photo/1,,0,,,,und,,FALSE,12853,990801602549235712,MOB4MniWiconi,805441794309701632,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",966040022808956928,Tue Feb 20 20:01:04 +0000 2018,FALSE,"Screenprinting, dogs and being with people (preferably drinking &/or eating!) Chin chin 😉🥂 😂",107,22,88,0,"Milton Abbas, England",BridgeyBongley,45,,,FALSE
992464776407146496,https://twitter.com/RobertMounger/status/992464776407146496,Fri May 04 18:03:36 +0000 2018,2018-05-04 18:03:36+00:00,RobertMounger,@kanyewest And just allow the injustice huh?,reply,,,,,0,kanyewest,991466191536377858,169686021,en,,,12853,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",220471898,Sat Nov 27 22:08:52 +0000 2010,FALSE,"Stedfast, unmoveable, always abounding in the work of the Lord.",113,51,302,0,California,Robert Mounger,1280,Pacific Time (US & Canada),,FALSE
992464774863634432,https://twitter.com/KeenanScott10/status/992464774863634432,Fri May 04 18:03:36 +0000 2018,2018-05-04 18:03:36+00:00,KeenanScott10,@kanyewest TURBO GRAFX 16 https://t.co/axM00wJUXA,original,,,https://twitter.com/KeenanScott10/status/992464774863634432/photo/1,,0,kanyewest,,169686021,und,,FALSE,12853,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",831318877313388545,Tue Feb 14 01:47:20 +0000 2017,FALSE,I Am A Huge WWE Fan,7,1,25,0,Mesa Az,Keenan Scott,13,,,FALSE
992464772900818944,https://twitter.com/kcscott04/status/992464772900818944,Fri May 04 18:03:35 +0000 2018,2018-05-04 18:03:35+00:00,kcscott04,@kanyewest Nigga what love,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",841263362256322561,Mon Mar 13 12:23:10 +0000 2017,FALSE,No,474,27,82,0,Everywhere and Nowhere,Keyan,1306,,,FALSE
992464758023643137,https://twitter.com/AfsanaAbdul/status/992464758023643137,Fri May 04 18:03:32 +0000 2018,2018-05-04 18:03:32+00:00,AfsanaAbdul,RT @YeezusofNazarth: @kanyewest  https://t.co/c3HHgZDEYe,retweet,,,https://twitter.com/YeezusofNazarth/status/991829787823038464/video/1,,0,,,,und,,FALSE,12853,991829787823038464,YeezusofNazarth,721459840674086912,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",96430923,Sat Dec 12 22:23:51 +0000 2009,FALSE,"Focus on your goals ✌
• Study 📚, Work 💼, Explore 🛫
Follow your vision, it is your direction to achieve 🙂
Love, peace and understanding is all what we need ❤",1275,923,598,36,"Durban, South Africa",Afsana Abdul (أفسانا أبدول),9731,Pretoria,https://www.instagram.com/the_afsana_abdul,FALSE
992464741430853633,https://twitter.com/ItsJustCasey_/status/992464741430853633,Fri May 04 18:03:28 +0000 2018,2018-05-04 18:03:28+00:00,ItsJustCasey_,@kanyewest needs to target blind rich people to buy his yeezys cuz them mfers ugly af and expensive for no damn reason at all. I’d rather rock some And 1’s from wal mart for $14.99,original,,,,,0,kanyewest,,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",801100255,Mon Sep 03 19:52:36 +0000 2012,FALSE,"God first. I love my dog, the Chiefs and this fine country we live in 🇺🇸",7855,900,317,10,"Springfield, MO",Casey,24651,Central Time (US & Canada),,FALSE
992464735051436034,https://twitter.com/NotWhiteFamous/status/992464735051436034,Fri May 04 18:03:26 +0000 2018,2018-05-04 18:03:26+00:00,NotWhiteFamous,@kanyewest  https://t.co/3Q01kE2RrU,reply,,,https://twitter.com/NotWhiteFamous/status/992464735051436034/photo/1,,0,kanyewest,992398514603704320,169686021,und,,FALSE,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",818304795631124480,Mon Jan 09 03:54:01 +0000 2017,FALSE,ADULT FILM LEGEND | IG: Jedidiah_James_Official,27045,645,1858,4,ALMOST THERE,COMEDIAN JEDIDIAH JAMES,14208,,https://youtu.be/HiwlkN3jzAA,FALSE
992464715753443328,https://twitter.com/LisaDraper_/status/992464715753443328,Fri May 04 18:03:21 +0000 2018,2018-05-04 18:03:21+00:00,LisaDraper_,@kanyewest Love conquers hate!,reply,,,,,0,kanyewest,992398514603704320,169686021,en,,,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2806849285,Sat Sep 13 05:23:01 +0000 2014,FALSE,,224,16,112,0,,Lisa,441,Eastern Time (US & Canada),,FALSE
992464712867700741,https://twitter.com/NotWhiteFamous/status/992464712867700741,Fri May 04 18:03:21 +0000 2018,2018-05-04 18:03:21+00:00,NotWhiteFamous,@kanyewest  https://t.co/W3sgduXzvE,reply,,,https://twitter.com/NotWhiteFamous/status/992464712867700741/photo/1,,0,kanyewest,992398514603704320,169686021,und,,FALSE,12853,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",818304795631124480,Mon Jan 09 03:54:01 +0000 2017,FALSE,ADULT FILM LEGEND | IG: Jedidiah_James_Official,27045,645,1858,4,ALMOST THERE,COMEDIAN JEDIDIAH JAMES,14208,,https://youtu.be/HiwlkN3jzAA,FALSE
992464710418223104,https://twitter.com/luthra_anita/status/992464710418223104,Fri May 04 18:03:20 +0000 2018,2018-05-04 18:03:20+00:00,luthra_anita,@kanyewest See deportation and abuse is a choice by Crap Governments not PEOPLE. https://t.co/mqQjsmhbWr,quote,,,,https://twitter.com/independent/status/992453389043879938,0,kanyewest,,169686021,en,,FALSE,12853,992453389043879938,Independent,16973333,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",897498198129954816,Tue Aug 15 16:40:19 +0000 2017,FALSE,"Cake, champagne and maths, three amazing things in my world.",2456,23,74,0,United Kingdom,Pi-magic,1955,,,FALSE
992464658194825218,https://twitter.com/Seattlesimba1/status/992464658194825218,Fri May 04 18:03:08 +0000 2018,2018-05-04 18:03:08+00:00,Seattlesimba1,RT @suminonjones: @kanyewest I’m with you brother. People need to look deeper into what your saying. Too many surface interpreters.,retweet,,,,,0,,,,en,,,12853,992402371362902016,suminonjones,1160882870,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",992460016606064640,Fri May 04 17:44:41 +0000 2018,TRUE,,6,0,1,0,,Seattlesimba,3,,,FALSE
